loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-0101073,BW-0051073,CONVENTIONAL,2022-12-09,2052-12-09,225634,209400.89,5.11,360,PA,REFINANCE_RATE_TERM,A,1-2 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-08,2025-12-20,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101074,BW-0051074,CONVENTIONAL,2023.11.05,2054-01-11,207686,197993.99,6.673,360,MA,PURCHASE,C,1-2 years,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-16,2025-12-24,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101075,BW-0051075,FHA,2022-07-08,2037-07-08,294469,246372.4,5.022,180,AZ,PURCHASE,A,1-2 years,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-14,2026-01-24,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101076,BW-0051076,CONVENTIONAL,2023-11-26,2053-11-26,431387,409577.99,5.88,360,VA,PURCHASE,B,6-9 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-08,2025-12-31,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101077,BW-0051077,CONVENTIONAL,2021-10-11,2036-10-11,569759,456756.8,8.393,180,WA,REFINANCE_RATE_TERM,C,3-5 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-22,2026-01-02,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101078,BW-0051078,VA,2024-03-12,2054-03-12,616559,590183.98,6.075,360,NH,PURCHASE,B,< 1 year,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-16,2026-01-14,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101079,BW-0051079,JUMBO,2023-09-02,2053-09-02,1702250,1606262.01,7.033,360,FL,REFINANCE_RATE_TERM,C,< 1 year,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-16,2026-01-01,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101080,BW-0051080,FHA,2025-03-23,2045-03-23,336696,326875.7,5.8,240,NY,PURCHASE,A,< 1 year,< $40k,CURRENT,0,PennyMac Financial Services,2025-12-31,2025-12-18,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101081,BW-0051081,CONVENTIONAL,2021-12-12,2051-12-12,424325,383896.26,5.02,360,NY,PURCHASE,A,< 1 year,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-03,2026-01-17,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101082,BW-0051082,CONVENTIONAL,2024-02-15,2054-02-15,474174,452967.89,4.785,360,NM,REFINANCE_RATE_TERM,A,1-2 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-04,2026-01-11,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101083,BW-0051083,JUMBO,2022-09-18,2052-09-18,1392190,1283908.56,6.131,360,NE,PURCHASE,B,1-2 years,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-01,2026-01-22,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101084,BW-0051084,FHA,2023-07-23,2053-07-23,337709,318009.31,8.329,360,CA,PURCHASE,C,6-9 years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-05,2026-01-07,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101085,BW-0051085,FHA,2022-06-21,2037-06-21,154578,128729.12,8.293,180,NJ,PURCHASE,C,10+ years,$75k-$120k,LATE_30,50,Mr. Cooper Group,2025-12-05,2026-01-03,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101086,BW-0051086,CONVENTIONAL,2021-10-15,2041-10-15,374106,318457.73,7.765,240,FL,PURCHASE,C,10+ years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-18,2026-01-12,VERIFIED,SERVICING_MSP_CORE
LN-0101087,BW-0051087,CONVENTIONAL,2023-04-20,2043-04-20,357076,322707.44,5.709,240,FL,REFINANCE_RATE_TERM,A,3-5 years,$200k+,CURRENT,100,Freedom Mortgage Corporation,2025-09-27,2026-01-08,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101088,BW-0051088,CONVENTIONAL,2022-04-02,2042-04-02,518852,449239.36,5.212,240,TX,PURCHASE,A,< 1 year,$40k-$75k,LATE_60,78,Mr. Cooper Group,2025-11-14,2026-01-07,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101089,BW-0051089,CONVENTIONAL,2022-02-16,2037-02-16,337191,275559.98,12.908,180,TX,PURCHASE,E,10+ years,< $40k,LATE_60,64,Wells Fargo Home Mortgage,2025-11-14,2025-12-25,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101090,BW-0051090,CONVENTIONAL,2024-04-15,2044-04-15,532766,306420.63,7.391,240,FL,REFINANCE_RATE_TERM,C,6-9 years,< $40k,PAID_OFF,0,Wells Fargo Home Mortgage,2026-01-24,2025-12-18,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101091,BW-0051091,CONVENTIONAL,2023-09-14,2043-09-14,527200,484145.33,6.649,240,GA,PURCHASE,B,< 1 year,$40k-$75k,LATE_30,57,Chase Home Lending,2025-11-22,2025-12-30,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101092,BW-0051092,CONVENTIONAL,2022-03-20,2052-03-20,412156,375290.94,4.6,360,CA,REFINANCE_CASH_OUT,A,10+ years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-18,2026-01-25,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101093,BW-0051093,CONVENTIONAL,2024-05-12,2039-05-12,257936,237874.31,6.156,180,LA,PURCHASE,B,3-5 years,$75k-$120k,LATE_60,80,Freedom Mortgage Corporation,2025-11-03,2026-01-09,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101094,BW-0051094,VA,2021-09-26,2036-09-26,312122,249004,4.967,180,AZ,REFINANCE_CASH_OUT,A,< 1 year,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-03,2026-01-16,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101095,BW-0051095,CONVENTIONAL,2024-07-06,2044-07-06,313921,297440.15,7.157,240,CO,REFINANCE_CASH_OUT,C,6-9 years,< $40k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-06,2025-12-18,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101096,BW-0051096,FHA,2024-08-24,2039-08-24,206863,193187.06,8.122,180,WY,PURCHASE,D,< 1 year,$120k-$200k,CURRENT,0,Freedom Mortgage Corporation,2026-01-08,2025-12-31,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101097,BW-0051097,VA,2024-09-05,2039-09-05,181458,170167.28,6.877,180,WY,PURCHASE,B,1-2 years,< $40k,CURRENT,0,Chase Home Lending,2026-01-05,2026-01-22,,LOS_ENCOMPASS_PROD
LN-0101098,BW-0051098,CONVENTIONAL,2025-03-25,2055-03-25,597232,585619.16,4.705,360,AL,PURCHASE,A,10+ years,$120k-$200k,LATE_60,78,Mr. Cooper Group,2025-11-06,2025-12-29,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101099,BW-0051099,CONVENTIONAL,2022-11-23,2042-11-23,553728,492356.48,6.171,240,CA,PURCHASE,B,10+ years,< $40k,CURRENT,0,Freedom Mortgage Corporation,2026-01-21,2026-01-15,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101100,BW-0051100,JUMBO,2025-06-18,2040-06-18,1786054,1737433.64,9.762,180,TX,REFINANCE_CASH_OUT,D,< 1 year,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-13,2025-12-25,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101101,BW-0051101,CONVENTIONAL,2022-05-23,2052-05-23,582371,532545.93,6.718,360,FL,REFINANCE_RATE_TERM,B,1-2 years,$200k+,CURRENT,0,Rocket Mortgage Servicing,2026-01-08,2025-12-31,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101102,BW-0051102,JUMBO,2024-08-17,2039-08-17,1656127,1546638.6,6.481,180,VA,PURCHASE,B,10+ years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-01,2026-01-30,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101103,BW-0051103,CONVENTIONAL,2021-11-22,2041-11-22,620112,529679,5.339,240,NY,REFINANCE_CASH_OUT,A,< 1 year,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-11,2026-01-26,PENDING_REVIEW,LOS_ENCOMPASS_PROD
LN-0101104,BW-0051104,CONVENTIONAL,2023-03-27,2038-03-27,334284,290084.23,8.127,180,SD,PURCHASE,C,< 1 year,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-21,2026-01-09,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101105,BW-0051105,JUMBO,2022-03-29,2042-03-29,1594200,1380311.5,5.663,240,NH,PURCHASE,B,10+ years,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-10,2025-03-24,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101106,BW-0051106,FHA,2022-10-11,2052-10-11,390143,360557.16,-1.75,360,WA,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-14,2026-01-06,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101107,BW-0051107,CONVENTIONAL,2021-10-08,2051-10-08,391577,352745.61,6.497,360,TX,REFINANCE_CASH_OUT,B,10+ years,$75k-$120k,LATE_30,38,Freedom Mortgage Corporation,2025-12-13,2026-01-20,AUDIT_COMPLETE,SERVICING_MSP_CORE
LN-0101108,BW-0051108,CONVENTIONAL,2022-04-17,2042-04-17,544489,473024.82,10.8,240,CO,PURCHASE,D,1-2 years,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-15,2026-01-15,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101109,BW-0051109,CONVENTIONAL,2022-08-30,2037-08-30,513488,431615.19,5.975,180,OH,PURCHASE,A,6-9 years,$200k+,CURRENT,0,Mr. Cooper Group,2026-01-04,2026-01-22,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101110,BW-0051110,JUMBO,2022-08-31,2052-08-31,1453684,1337793.08,6.759,360,KY,REFINANCE_RATE_TERM,B,3-5 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2025-12-31,2026-01-13,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101111,BW-0051111,CONVENTIONAL,2022-07-16,2037-07-16,224574,177570.74,6.626,180,VA,PURCHASE,B,6-9 years,< $40k,PAID_OFF,0,Mr. Cooper Group,2026-01-27,2026-01-20,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101112,BW-0051112,JUMBO,0000-00-00,2055-02-01,1682086,1642837.33,7.81,360,OH,REFINANCE_CASH_OUT,C,1-2 years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-14,2026-01-17,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101113,BW-0051113,CONVENTIONAL,2024-10-28,2054-10-28,506141,491378.55,7.245,360,CA,PURCHASE,C,3-5 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-11,2026-01-04,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101114,BW-0051114,VA,2024-12-28,2054-12-28,303893,296211.26,4.533,360,AZ,PURCHASE,A,1-2 years,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-21,2026-01-15,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101115,BW-0051115,VA,2022-06-25,2037-06-25,239994,199861.67,6.909,180,CA,PURCHASE,C,1-2 years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,INVALID_DATE_VAL,2025-12-20,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101116,BW-0051116,CONVENTIONAL,2023-10-04,2038-10-04,185273,165819.34,4.957,180,CA,REFINANCE_CASH_OUT,A,6-9 years,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-23,2026-01-28,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101117,BW-0051117,CONVENTIONAL,2024-07-29,2044-07-29,614529,582266.23,7.034,240,OR,PURCHASE,C,< 1 year,$200k+,CURRENT,0,Freedom Mortgage Corporation,2026-01-01,2026-01-29,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101118,BW-0051168,CONVENTIONAL,2022-04-17,2052-07-18,512095,313192.99,4.537,360,LA,PURCHASE,A,6-9 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-13,2025-12-30,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101119,BW-0051119,CONVENTIONAL,2023-03-16,2043-03-16,-621248,559640.91,5.447,240,CA,REFINANCE_RATE_TERM,A,10+ years,< $40k,CURRENT,0,Mr. Cooper Group,2026-01-20,2026-01-04,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101120,BW-0051120,FHA,2021-09-20,2036-09-20,353995,282409.34,6.759,180,FL,PURCHASE,B,1-2 years,$75k-$120k,CURRENT,0,Mr. Cooper Group,2026-01-09,2025-12-29,MISSING_DOCS,SERVICING_MSP_CORE
LN-0101121,BW-0051121,JUMBO,2022-08-15,2042-08-15,1300497,1144979.23,6.187,240,VA,REFINANCE_CASH_OUT,B,3-5 years,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-01,2025-12-19,MISSING_DOCS,SERVICING_MSP_CORE
LN-0101122,BW-0051122,FHA,2022-05-08,2037-05-08,130995,108580.3,8.204,180,TX,PURCHASE,D,< 1 year,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-18,2025-12-22,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101223,BW-0051123,CONVENTIONAL,2023-09-28,2053-09-28,269279,254618.25,7.74,360,TX,PURCHASE,C,3-5 years,$120k-$200k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2025-12-29,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101124,BW-0051124,FHA,2024-07-12,2039-07-12,265329,246755.97,9.458,180,CA,PURCHASE,D,6-9 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-09,2026-01-02,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101125,BW-0051125,CONVENTIONAL,2021-11-23,2051-11-23,272608,246104.44,6.333,360,VA,PURCHASE,B,3-5 years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-13,2026-01-16,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101126,BW-0051126,CONVENTIONAL,2023-08-18,2038-08-18,461159,409150.51,8.061,180,RI,REFINANCE_CASH_OUT,D,1-2 years,$120k-$200k,CURRENT,0,Mr. Cooper Group,2026-01-08,2026-01-28,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101127,BW-0051127,VA,2023-07-21,2053-07-21,422026,397407.82,12.097,360,FL,PURCHASE,E,10+ years,$75k-$120k,LATE_90,92,Chase Home Lending,2025-10-20,2026-01-01,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101128,BW-0051128,VA,2024-02-28,2054-02-28,567445,542067.6,6.749,360,NY,REFINANCE_RATE_TERM,B,6-9 years,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-27,2026-01-06,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0101129,BW-0051129,CONVENTIONAL,2023-12-31,2038-12-31,301621,272296.74,4.886,180,IA,REFINANCE_RATE_TERM,A,3-5 years,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-02,2025-12-31,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101130,BW-0051130,CONVENTIONAL,2023-12-04,2053-12-04,580551,552329.77,6.768,360,TX,REFINANCE_CASH_OUT,B,10+ years,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-05,2025-12-23,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101131,BW-0051131,CONVENTIONAL,2024-12-11,2044-12-11,498017,479133.86,5.028,240,GA,PURCHASE,A,3-5 years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-07,2026-01-15,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101132,BW-0051132,CONVENTIONAL,2024-01-01,2044-01-01,306811,284439.36,5.313,240,AZ,REFINANCE_RATE_TERM,A,3-5 years,$200k+,CURRENT,0,Chase Home Lending,2026-01-10,2026-01-29,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101133,BW-0051133,VA,2022-07-16,2037-07-16,369875,309462.08,5.824,180,OH,REFINANCE_CASH_OUT,A,10+ years,$40k-$75k,LATE_90,112,U.S. Bank Home Mortgage,2025-10-05,2026-01-27,VERIFIED,CORE_BLACKKNIGHT_LPS
LN-0101134,BW-0051134,FHA,2022-03-10,2042-03-10,413662,358162.35,7.904,240,MI,PURCHASE,C,< 1 year,< $40k,CURRENT,0,Chase Home Lending,2026-01-27,2026-01-12,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101135,BW-0051135,VA,2023-03-03,2038-03-03,473283,408863.93,7.655,180,TX,REFINANCE_RATE_TERM,C,3-5 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-06,2026-01-04,VERIFIED,SERVICING_MSP_CORE
LN-0101236,BW-0051136,CONVENTIONAL,2022-01-14,2037-01-14,198627,161549.96,7.93,180,FL,PURCHASE,C,< 1 year,$120k-$200k,LATE_90,118,Wells Fargo Home Mortgage,2025-09-28,2026-01-14,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101137,BW-0051137,FHA,2023-10-14,2038-10-14,414896,371331.92,7.214,180,NY,PURCHASE,C,< 1 year,$200k+,CURRENT,0,Wells Fargo Home Mortgage,2026-01-07,2025-01-05,PENDING_REVIEW,CORE_BLACKKNIGHT_LPS
LN-0101138,BW-0051138,CONVENTIONAL,2024-04-03,2039-04-03,286083,261607.01,6.889,180,CA,REFINANCE_CASH_OUT,B,1-2 years,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-04,2025-12-24,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101139,BW-0051139,FHA,2024-02-23,2039-02-23,254950,232146.14,6.684,180,AZ,PURCHASE,C,6-9 years,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-02,2026-01-14,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101140,BW-0051140,CONVENTIONAL,2024-09-28,2054-09-28,277873,269228.06,6.584,360,FL,PURCHASE,B,6-9 years,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-06,2026-01-07,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101141,BW-0051141,CONVENTIONAL,2025-06-24,2055-06-24,267422,263782.09,5.82,360,TX,REFINANCE_RATE_TERM,A,10+ years,$40k-$75k,LATE_30,50,Rocket Mortgage Servicing,2025-12-05,2026-01-13,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101142,BW-0051142,VA,2023-04-27,2038-04-27,620887,541206.5,6.24,180,OH,REFINANCE_CASH_OUT,B,10+ years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-07,2026-01-10,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101143,BW-0051193,CONVENTIONAL,2023-09-14,2043-11-06,587165,180563.68,5.379,240,IL,PURCHASE,A,10+ years,< $40k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-21,2026-01-01,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101144,BW-0051144,FHA,2022-04-25,2042-04-25,238725,207392.34,10.614,240,FL,PURCHASE,D,6-9 years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-17,2025-12-18,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101145,BW-0051145,CONVENTIONAL,2025-02-07,2055-02-07,308322,301727.34,5.886,360,MA,PURCHASE,B,1-2 years,$120k-$200k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-22,2026-01-04,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101146,BW-0051146,VA,2023-11-30,2053-11-30,185317,175948.2,12.587,360,IL,PURCHASE,E,1-2 years,$75k-$120k,CURRENT,0,Freedom Mortgage Corporation,2026-01-24,2026-01-17,MISSING_DOCS,LOS_ENCOMPASS_PROD
LN-0101147,BW-0051147,FHA,2022-10-16,2037-10-16,120797,0,5.693,180,FL,REFINANCE_CASH_OUT,A,6-9 years,$75k-$120k,PAID_OFF,0,Mr. Cooper Group,2026-01-22,2026-01-26,MISSING_DOCS,ORIGINATION_PORTAL_V2
LN-0101148,BW-0051148,FHA,2024-09-18,2039-09-18,128641,120636.67,9.347,180,CA,PURCHASE,D,6-9 years,< $40k,LATE_30,47,Freedom Mortgage Corporation,2025-12-01,2025-12-29,MISSING_DOCS,CORE_BLACKKNIGHT_LPS
LN-0101149,BW-0051149,CONVENTIONAL,2021-10-28,2036-10-28,338802,483394,7.394,180,TX,REFINANCE_RATE_TERM,C,< 1 year,$75k-$120k,CURRENT,0,Rocket Mortgage Servicing,2026-01-17,2026-01-13,PENDING_REVIEW,SERVICING_MSP_CORE
LN-0101150,BW-0051150,CONVENTIONAL,2022-01-02,2042-01-02,416829,357257.19,5.127,240,DE,REFINANCE_CASH_OUT,A,3-5 years,$40k-$75k,CURRENT,0,Freedom Mortgage Corporation,2026-01-12,2026-01-30,EXCEPTION_NOTED,CORE_BLACKKNIGHT_LPS
LN-0101151,BW-0051151,FHA,2022-06-03,2052-06-03,244057,223176.57,5.792,360,FL,PURCHASE,B,6-9 years,$120k-$200k,CURRENT,0,PennyMac Financial Services,2026-01-14,2026-01-26,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101152,BW-0051152,FHA,2021-11-09,2036-11-09,198547,159940.64,8.799,180,TX,PURCHASE,D,< 1 year,< $40k,CURRENT,0,Chase Home Lending,2026-01-06,2026-01-30,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101153,BW-0051153,CONVENTIONAL,2023-04-17,2053-04-17,309956,290067.16,5.401,360,NV,PURCHASE,A,3-5 years,$75k-$120k,CURRENT,0,Chase Home Lending,2026-01-15,2025-12-27,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101154,BW-0051154,CONVENTIONAL,2023-07-01,2038-07-01,520549,457793.93,6.171,180,CO,PURCHASE,B,3-5 years,$75k-$120k,CURRENT,0,Wells Fargo Home Mortgage,2026-01-02,2026-01-31,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101155,BW-0051155,CONVENTIONAL,2023-04-12,2038-04-12,251790,219476.95,6.694,180,NY,REFINANCE_RATE_TERM,B,< 1 year,$200k+,CURRENT,0,U.S. Bank Home Mortgage,2026-01-12,2026-01-31,VERIFIED,ORIGINATION_PORTAL_V2
LN-0101156,BW-0051156,JUMBO,2024-04-16,2044-04-16,1458986,1369623.11,6.066,240,FL,PURCHASE,B,< 1 year,$40k-$75k,CURRENT,0,Chase Home Lending,2026-01-10,2025-12-27,EXCEPTION_NOTED,LOS_ENCOMPASS_PROD
LN-0101157,BW-0051157,CONVENTIONAL,2023-03-27,2053-03-27,442460,413208.48,6.917,360,GA,PURCHASE,C,1-2 years,$40k-$75k,CURRENT,0,PennyMac Financial Services,2026-01-20,2025-12-29,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101158,BW-0051158,CONVENTIONAL,2025-06-27,2045-06-27,360686,353321.99,7.762,240,TX,REFINANCE_RATE_TERM,C,1-2 years,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-02,2026-01-30,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101159,BW-0051159,FHA,2023-05-09,2053-05-09,141165,132381.4,4.739,360,ME,REFINANCE_RATE_TERM,A,3-5 years,$120k-$200k,CURRENT,0,Rocket Mortgage Servicing,2026-01-25,2026-01-25,PENDING_REVIEW,ORIGINATION_PORTAL_V2
LN-0101160,BW-0051160,JUMBO,2024-08-12,2044-08-12,766625,728613.18,6.866,240,WI,PURCHASE,B,< 1 year,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-16,2026-01-15,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101161,BW-0051161,CONVENTIONAL,2021-12-17,2041-12-17,267165,228982.67,4.505,240,CA,PURCHASE,A,6-9 years,$40k-$75k,CURRENT,0,Rocket Mortgage Servicing,2026-01-10,2026-01-08,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
LN-0101162,BW-0051162,FHA,2022-11-23,2037-11-23,146153,124554.83,7.383,180,GA,REFINANCE_RATE_TERM,C,< 1 year,< $40k,CURRENT,0,PennyMac Financial Services,2026-01-10,2026-01-23,AUDIT_COMPLETE,CORE_BLACKKNIGHT_LPS
LN-0101163,BW-0051163,CONVENTIONAL,2023-01-31,2038-01-31,581163,499800.18,4.956,180,AZ,REFINANCE_RATE_TERM,A,10+ years,$75k-$120k,CURRENT,0,PennyMac Financial Services,2026-01-19,2026-01-01,,CORE_BLACKKNIGHT_LPS
LN-0101164,BW-0051164,JUMBO,2022-08-24,2037-08-24,1686845,1417886.94,4.999,180,WA,PURCHASE,A,< 1 year,$120k-$200k,CURRENT,0,Chase Home Lending,2026-01-07,2025-12-27,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101165,BW-0051165,FHA,2025-01-15,2045-01-15,145969,140860.09,4.991,240,NC,PURCHASE,A,10+ years,$200k+,CURRENT,0,Chase Home Lending,2026-01-23,2026-01-16,MISSING_DOCS,SERVICING_MSP_CORE
LN-0101166,BW-0051166,CONVENTIONAL,2022-06-23,2052-06-23,633328,580374.74,6.09,360,CA,PURCHASE,B,10+ years,< $40k,LATE_30,42,Chase Home Lending,2025-12-16,2025-06-23,AUDIT_COMPLETE,LOS_ENCOMPASS_PROD
LN-0101167,BW-0051167,CONVENTIONAL,2022-06-09,2037-06-09,295603,246171.61,5.685,180,California,PURCHASE,A,1-2 years,$40k-$75k,CURRENT,0,Mr. Cooper Group,2026-01-20,2026-01-13,AUDIT_COMPLETE,ORIGINATION_PORTAL_V2
LN-0101168,BW-0051168,CONVENTIONAL,2022-04-17,2037-04-17,512095,422478.38,4.791,180,NY,REFINANCE_RATE_TERM,A,6-9 years,$200k+,CURRENT,0,PennyMac Financial Services,2026-01-04,2026-01-26,EXCEPTION_NOTED,SERVICING_MSP_CORE
LN-0101169,BW-0051169,CONVENTIONAL,2023-05-01,2038-05-01,361054,314718.74,8.415,180,IL,REFINANCE_RATE_TERM,C,< 1 year,< $40k,CURRENT,0,Rocket Mortgage Servicing,2026-01-11,2026-01-03,VERIFIED,LOS_ENCOMPASS_PROD
LN-0101170,BW-0051170,CONVENTIONAL,2022-05-05,2052-05-05,375110,342287.88,6.746,360,CA,REFINANCE_CASH_OUT,B,3-5 years,$75k-$120k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-26,2026-01-11,MISSING_DOCS,SERVICING_MSP_CORE
LN-0101171,BW-0051171,CONVENTIONAL,2023-10-09,2053-10-09,521114,493755.52,7.273,360,NC,REFINANCE_CASH_OUT,C,10+ years,$40k-$75k,CURRENT,0,U.S. Bank Home Mortgage,2026-01-09,2026-01-25,EXCEPTION_NOTED,ORIGINATION_PORTAL_V2
