loan_id,document_status,promissory_note_vaulted,deed_of_trust_recorded,title_policy_attached,last_custody_audit_date
LN-0100867,VERIFIED,YES,YES,YES,2025-12-24
LN-0100868,PENDING_REVIEW,YES,YES,YES,2026-01-04
LN-0100869,VERIFIED,YES,YES,YES,2025-11-26
LN-0100870,MISSING_DOCS,YES,YES,YES,2025-11-27
LN-0100871,PENDING_REVIEW,YES,YES,YES,2025-11-22
LN-0100872,MISSING_DOCS,YES,YES,YES,2025-12-08
LN-0100873,VERIFIED,YES,YES,YES,2025-12-15
LN-0100874,AUDIT_COMPLETE,YES,YES,YES,2025-12-28
LN-0100875,AUDIT_COMPLETE,YES,YES,YES,2026-01-02
LN-0100876,EXCEPTION_NOTED,YES,YES,YES,2025-12-14
LN-0100877,EXCEPTION_NOTED,YES,YES,YES,2025-11-20
LN-0100878,VERIFIED,YES,YES,YES,2026-01-20
LN-0100879,MISSING_DOCS,YES,YES,YES,2025-11-06
LN-0100880,MISSING_DOCS,YES,YES,NO,2026-01-14
LN-0100883,VERIFIED,YES,YES,YES,2025-12-26
LN-0100884,VERIFIED,YES,YES,YES,2025-11-18
LN-0100885,AUDIT_COMPLETE,YES,NO,YES,2025-11-23
LN-0100886,VERIFIED,YES,YES,YES,2026-01-27
LN-0100887,AUDIT_COMPLETE,YES,YES,YES,2025-12-08
LN-0100888,EXCEPTION_NOTED,NO,YES,YES,2025-12-22
LN-0100889,PENDING_REVIEW,YES,YES,YES,2025-10-23
LN-0100890,VERIFIED,YES,YES,YES,2025-12-30
LN-0100891,MISSING_DOCS,YES,YES,YES,2026-01-15
LN-0100892,EXCEPTION_NOTED,YES,YES,YES,2025-11-27
LN-0100893,EXCEPTION_NOTED,YES,YES,YES,2025-12-26
LN-0100894,AUDIT_COMPLETE,YES,YES,YES,2025-11-14
LN-0100895,PENDING_REVIEW,NO,YES,YES,2025-10-15
LN-0100896,PENDING_REVIEW,YES,YES,YES,2025-11-25
LN-0100897,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0100998,VERIFIED,YES,YES,YES,2026-01-10
LN-0100899,VERIFIED,YES,YES,YES,2025-10-21
LN-0100900,AUDIT_COMPLETE,YES,YES,YES,2025-12-10
LN-0100901,PENDING_REVIEW,YES,YES,YES,2025-12-20
LN-0100902,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0100903,VERIFIED,YES,YES,YES,2025-10-15
LN-0100904,VERIFIED,YES,YES,YES,2026-01-13
LN-0100905,AUDIT_COMPLETE,YES,YES,YES,2025-11-20
LN-0100906,PENDING_REVIEW,YES,YES,YES,2025-12-27
LN-0100907,EXCEPTION_NOTED,YES,YES,YES,2025-11-15
LN-0100908,MISSING_DOCS,YES,YES,YES,2025-11-19
LN-0100909,AUDIT_COMPLETE,YES,YES,YES,2025-12-13
LN-0100910,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0100911,PENDING_REVIEW,YES,YES,YES,2025-11-13
LN-0100912,AUDIT_COMPLETE,YES,YES,YES,2026-01-14
LN-0100914,PENDING_REVIEW,YES,YES,YES,2025-12-05
LN-0100915,VERIFIED,YES,YES,YES,2026-01-17
LN-0100916,PENDING_REVIEW,YES,YES,YES,2025-12-08
LN-0100917,MISSING_DOCS,YES,YES,YES,2025-11-24
LN-0100918,AUDIT_COMPLETE,YES,YES,YES,2025-10-17
LN-0100919,AUDIT_COMPLETE,NO,YES,YES,2025-12-05
LN-0100920,VERIFIED,YES,YES,YES,2025-12-31
LN-0100921,VERIFIED,YES,YES,YES,2025-10-14
LN-0101022,PENDING_REVIEW,NO,YES,YES,2025-11-04
LN-0100923,MISSING_DOCS,YES,YES,YES,2026-01-05
LN-0100924,AUDIT_COMPLETE,YES,YES,YES,2025-11-20
LN-0100925,PENDING_REVIEW,YES,YES,YES,2025-12-23
LN-0100927,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0100928,EXCEPTION_NOTED,NO,YES,YES,2025-10-29
LN-0100929,PENDING_REVIEW,YES,YES,YES,2026-01-27
LN-0100930,VERIFIED,YES,YES,YES,2025-12-25
LN-0100931,MISSING_DOCS,YES,YES,YES,2025-12-29
LN-0100932,MISSING_DOCS,YES,YES,YES,2025-10-30
LN-0100933,MISSING_DOCS,YES,YES,YES,2025-12-05
LN-0100934,AUDIT_COMPLETE,YES,YES,YES,2025-11-17
LN-0100935,VERIFIED,NO,YES,YES,2026-01-18
LN-0100936,AUDIT_COMPLETE,NO,YES,YES,2025-11-04
LN-0100937,VERIFIED,YES,YES,YES,2025-10-05
LN-0100938,PENDING_REVIEW,YES,YES,YES,2025-11-28
LN-0100939,AUDIT_COMPLETE,YES,YES,YES,2025-10-05
LN-0100941,EXCEPTION_NOTED,YES,YES,YES,2025-11-01
LN-0100942,EXCEPTION_NOTED,NO,YES,YES,2025-10-28
LN-0100943,MISSING_DOCS,YES,YES,YES,2025-11-26
LN-0100945,MISSING_DOCS,YES,YES,YES,2025-10-04
LN-0100946,VERIFIED,NO,YES,YES,2025-11-19
LN-0100947,MISSING_DOCS,YES,YES,YES,2026-01-24
LN-0100948,AUDIT_COMPLETE,YES,YES,YES,2025-10-06
LN-0100949,VERIFIED,YES,YES,YES,2026-01-08
LN-0100950,AUDIT_COMPLETE,YES,YES,YES,2025-12-16
LN-0100951,PENDING_REVIEW,YES,YES,YES,2025-10-31
LN-0100952,AUDIT_COMPLETE,YES,YES,YES,2025-11-10
LN-0100953,MISSING_DOCS,YES,YES,YES,2026-01-12
LN-0100954,PENDING_REVIEW,YES,YES,YES,2025-11-07
LN-0100955,AUDIT_COMPLETE,NO,YES,YES,2025-11-05
LN-0100956,VERIFIED,YES,YES,YES,2025-10-19
LN-0100957,MISSING_DOCS,YES,YES,YES,2026-01-15
LN-0100958,AUDIT_COMPLETE,YES,YES,YES,2025-10-20
LN-0100959,EXCEPTION_NOTED,YES,NO,YES,2025-10-06
LN-0100960,EXCEPTION_NOTED,YES,YES,YES,2025-10-26
LN-0100961,PENDING_REVIEW,YES,YES,YES,2025-12-18
LN-0100962,VERIFIED,YES,YES,YES,2025-11-07
LN-0100963,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0100964,AUDIT_COMPLETE,NO,NO,YES,2025-12-16
LN-0100965,PENDING_REVIEW,YES,YES,YES,2025-12-22
LN-0100966,VERIFIED,YES,YES,YES,2025-11-19
LN-0100967,MISSING_DOCS,YES,YES,YES,2025-11-19
LN-0100968,VERIFIED,YES,YES,YES,2025-10-06
LN-0100969,MISSING_DOCS,YES,YES,YES,2025-12-13
LN-0100970,AUDIT_COMPLETE,YES,YES,YES,2025-12-27
LN-0100971,VERIFIED,YES,YES,YES,2026-01-18
LN-0100972,VERIFIED,YES,YES,YES,2025-12-21
LN-0100973,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0100974,VERIFIED,YES,YES,YES,2025-10-13
LN-0100975,VERIFIED,YES,YES,YES,2025-12-05
LN-0100976,MISSING_DOCS,YES,YES,YES,2025-12-22
LN-0100977,EXCEPTION_NOTED,YES,YES,YES,2025-12-12
LN-0100978,MISSING_DOCS,YES,YES,YES,2025-10-10
LN-0100979,VERIFIED,YES,YES,YES,2025-12-17
LN-0100980,MISSING_DOCS,YES,YES,YES,2025-10-27
LN-0100981,PENDING_REVIEW,YES,YES,YES,2025-10-11
LN-0100982,PENDING_REVIEW,YES,YES,YES,2025-10-08
LN-0100983,EXCEPTION_NOTED,YES,YES,YES,2025-10-26
LN-0100984,MISSING_DOCS,YES,YES,YES,2025-10-06
LN-0100985,EXCEPTION_NOTED,YES,YES,YES,2025-11-06
LN-0100986,VERIFIED,YES,YES,YES,2025-11-23
LN-0100987,PENDING_REVIEW,YES,NO,YES,2025-12-18
LN-0100988,VERIFIED,YES,YES,YES,2025-12-17
LN-0100990,EXCEPTION_NOTED,YES,YES,YES,2025-11-16
LN-0100991,AUDIT_COMPLETE,YES,YES,YES,2025-10-17
LN-0100992,AUDIT_COMPLETE,NO,YES,YES,2025-10-11
LN-0100993,EXCEPTION_NOTED,NO,NO,YES,2025-12-14
LN-0100994,AUDIT_COMPLETE,YES,YES,YES,2025-10-17
LN-0100996,MISSING_DOCS,YES,YES,YES,2025-12-26
LN-0100997,MISSING_DOCS,YES,YES,YES,2026-01-16
LN-0100998,EXCEPTION_NOTED,YES,YES,YES,2025-11-28
LN-0100999,MISSING_DOCS,YES,YES,YES,2025-12-10
LN-0101000,AUDIT_COMPLETE,NO,YES,YES,2025-10-05
LN-0101001,AUDIT_COMPLETE,YES,YES,YES,2025-11-30
LN-0101002,VERIFIED,YES,YES,YES,2025-10-09
LN-0101003,VERIFIED,YES,YES,YES,2026-01-01
LN-0101004,EXCEPTION_NOTED,YES,YES,YES,2025-11-30
LN-0101005,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0101006,PENDING_REVIEW,YES,YES,YES,2025-11-03
LN-0101007,VERIFIED,YES,YES,YES,2026-01-01
LN-0101008,AUDIT_COMPLETE,YES,YES,YES,2025-12-17
LN-0101009,VERIFIED,YES,YES,YES,2026-01-09
LN-0101010,MISSING_DOCS,YES,YES,YES,2025-11-25
LN-0101011,MISSING_DOCS,YES,YES,YES,2025-11-20
LN-0101012,EXCEPTION_NOTED,YES,YES,YES,2026-01-25
LN-0101013,MISSING_DOCS,YES,YES,YES,2025-11-09
LN-0101014,EXCEPTION_NOTED,YES,YES,YES,2025-10-25
LN-0101015,MISSING_DOCS,YES,NO,YES,2025-12-11
LN-0101016,AUDIT_COMPLETE,YES,YES,YES,2025-10-21
LN-0101017,AUDIT_COMPLETE,YES,YES,YES,2025-12-08
LN-0101018,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0101019,MISSING_DOCS,YES,YES,YES,2025-10-18
LN-0101020,VERIFIED,YES,YES,YES,2026-01-26
LN-0101021,AUDIT_COMPLETE,YES,YES,YES,2025-12-22
LN-0101022,EXCEPTION_NOTED,YES,YES,YES,2025-10-13
LN-0101023,PENDING_REVIEW,YES,YES,YES,2026-01-25
LN-0101024,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0101026,EXCEPTION_NOTED,YES,YES,YES,2026-01-06
LN-0101027,AUDIT_COMPLETE,YES,YES,YES,2025-11-05
LN-0101028,PENDING_REVIEW,YES,YES,YES,2025-11-12
LN-0101029,AUDIT_COMPLETE,NO,YES,YES,2025-12-06
LN-0101030,AUDIT_COMPLETE,YES,YES,YES,2025-11-13
LN-0101031,MISSING_DOCS,YES,YES,YES,2025-10-18
LN-0101032,EXCEPTION_NOTED,YES,YES,NO,2025-11-07
LN-0101033,AUDIT_COMPLETE,YES,YES,YES,2025-10-11
LN-0101034,AUDIT_COMPLETE,YES,YES,YES,2025-12-01
LN-0101035,PENDING_REVIEW,YES,YES,YES,2025-12-16
LN-0101037,MISSING_DOCS,NO,YES,YES,2026-01-22
LN-0101038,MISSING_DOCS,YES,YES,YES,2026-01-11
LN-0101039,VERIFIED,YES,YES,YES,2026-01-15
LN-0101040,VERIFIED,YES,YES,YES,2026-01-11
LN-0101041,PENDING_REVIEW,YES,NO,YES,2025-10-25
LN-0101043,VERIFIED,YES,NO,YES,2025-12-02
LN-0101044,PENDING_REVIEW,NO,YES,YES,2025-11-20
LN-0101045,PENDING_REVIEW,YES,NO,YES,2025-12-27
LN-0101048,VERIFIED,YES,YES,YES,2025-11-13
LN-0101049,EXCEPTION_NOTED,YES,YES,YES,2025-10-11
LN-0101050,AUDIT_COMPLETE,YES,YES,YES,2025-12-29
LN-0101051,EXCEPTION_NOTED,YES,YES,YES,2025-12-24
LN-0101052,EXCEPTION_NOTED,YES,YES,YES,2025-10-20
LN-0101053,MISSING_DOCS,YES,YES,YES,2026-01-10
LN-0101054,MISSING_DOCS,YES,YES,YES,2025-11-18
LN-0101055,PENDING_REVIEW,YES,YES,YES,2025-11-26
LN-0101056,MISSING_DOCS,YES,YES,YES,2025-11-25
LN-0101057,AUDIT_COMPLETE,YES,YES,YES,2025-10-22
LN-0101058,PENDING_REVIEW,YES,YES,YES,2025-10-04
LN-0101059,EXCEPTION_NOTED,YES,YES,YES,2025-12-31
LN-0101061,PENDING_REVIEW,YES,YES,YES,2025-12-12
LN-0101063,PENDING_REVIEW,YES,YES,YES,2025-12-14
LN-0101064,PENDING_REVIEW,YES,YES,YES,2025-12-04
LN-0101165,PENDING_REVIEW,YES,YES,YES,2026-01-08
LN-0101066,MISSING_DOCS,YES,YES,YES,2025-12-07
LN-0101067,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0101068,PENDING_REVIEW,YES,YES,NO,2025-11-23
LN-0101069,EXCEPTION_NOTED,YES,YES,YES,2025-10-21
LN-0101071,PENDING_REVIEW,YES,YES,YES,2025-10-15
LN-0101073,PENDING_REVIEW,YES,YES,YES,2025-10-23
LN-0101074,MISSING_DOCS,YES,YES,NO,2025-12-06
LN-0101075,PENDING_REVIEW,YES,YES,YES,2025-11-23
LN-0101076,VERIFIED,NO,YES,YES,2025-10-04
LN-0101077,PENDING_REVIEW,YES,YES,YES,2026-01-01
LN-0101078,PENDING_REVIEW,YES,YES,YES,2025-12-25
LN-0101079,PENDING_REVIEW,YES,YES,YES,2025-11-26
LN-0101080,PENDING_REVIEW,YES,YES,YES,2025-12-31
LN-0101081,EXCEPTION_NOTED,YES,YES,YES,2025-12-24
LN-0101082,PENDING_REVIEW,NO,YES,YES,2025-12-04
LN-0101083,AUDIT_COMPLETE,YES,YES,YES,2025-11-22
LN-0101084,VERIFIED,YES,YES,YES,2025-12-18
LN-0101085,PENDING_REVIEW,YES,YES,YES,2026-01-11
LN-0101086,VERIFIED,YES,YES,YES,2025-10-13
LN-0101087,AUDIT_COMPLETE,YES,YES,YES,2025-11-16
LN-0101088,PENDING_REVIEW,YES,YES,YES,2025-12-20
LN-0101089,AUDIT_COMPLETE,YES,YES,YES,2026-01-04
LN-0101091,AUDIT_COMPLETE,YES,YES,YES,2025-11-17
LN-0101092,EXCEPTION_NOTED,YES,YES,YES,2026-01-03
LN-0101093,PENDING_REVIEW,YES,YES,YES,2025-10-11
LN-0101094,EXCEPTION_NOTED,YES,YES,YES,2025-11-01
LN-0101095,AUDIT_COMPLETE,YES,YES,YES,2026-01-17
LN-0101096,MISSING_DOCS,YES,NO,NO,2025-10-12
LN-0101097,MISSING_DOCS,YES,YES,YES,2025-11-14
LN-0101098,AUDIT_COMPLETE,YES,YES,YES,2026-01-13
LN-0101099,PENDING_REVIEW,NO,YES,YES,2026-01-27
LN-0101100,MISSING_DOCS,YES,YES,YES,2025-12-27
LN-0101101,MISSING_DOCS,YES,YES,YES,2025-12-10
LN-0101102,AUDIT_COMPLETE,YES,YES,YES,2025-10-07
LN-0101103,PENDING_REVIEW,YES,YES,YES,2025-10-09
LN-0101104,PENDING_REVIEW,YES,YES,YES,2025-11-05
LN-0101105,EXCEPTION_NOTED,YES,YES,YES,2026-01-02
LN-0101106,VERIFIED,YES,YES,YES,2025-10-22
LN-0101107,AUDIT_COMPLETE,YES,YES,YES,2026-01-07
LN-0101108,MISSING_DOCS,YES,YES,YES,2026-01-14
LN-0101109,EXCEPTION_NOTED,YES,YES,YES,2025-11-08
LN-0101110,VERIFIED,YES,YES,YES,2025-12-29
LN-0101111,EXCEPTION_NOTED,YES,YES,YES,2025-10-10
LN-0101112,PENDING_REVIEW,YES,YES,YES,2025-12-09
LN-0101113,VERIFIED,YES,YES,YES,2025-11-04
LN-0101114,EXCEPTION_NOTED,YES,NO,YES,2025-10-29
LN-0101115,VERIFIED,YES,YES,YES,2026-01-21
LN-0101116,AUDIT_COMPLETE,YES,YES,YES,2026-01-08
LN-0101117,AUDIT_COMPLETE,YES,YES,YES,2025-12-31
LN-0101118,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0101119,VERIFIED,YES,YES,YES,2025-10-11
LN-0101120,MISSING_DOCS,YES,YES,YES,2025-12-28
LN-0101121,MISSING_DOCS,YES,YES,NO,2025-12-13
LN-0101122,VERIFIED,YES,YES,YES,2025-11-05
LN-0101223,PENDING_REVIEW,YES,YES,YES,2026-01-15
LN-0101124,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0101126,PENDING_REVIEW,YES,YES,YES,2025-12-29
LN-0101127,PENDING_REVIEW,YES,YES,YES,2025-11-04
LN-0101128,EXCEPTION_NOTED,YES,YES,YES,2025-12-17
LN-0101129,MISSING_DOCS,NO,YES,YES,2025-12-14
LN-0101130,PENDING_REVIEW,YES,NO,YES,2025-10-19
LN-0101131,VERIFIED,YES,YES,YES,2025-11-23
LN-0101133,VERIFIED,YES,YES,YES,2026-01-24
LN-0101134,EXCEPTION_NOTED,YES,YES,YES,2025-10-31
LN-0101135,VERIFIED,YES,YES,YES,2025-10-08
LN-0101236,EXCEPTION_NOTED,YES,YES,YES,2025-11-04
LN-0101137,PENDING_REVIEW,YES,YES,YES,2025-10-09
LN-0101138,VERIFIED,YES,YES,YES,2025-10-15
LN-0101139,PENDING_REVIEW,YES,YES,YES,2025-11-06
LN-0101140,AUDIT_COMPLETE,YES,YES,YES,2025-11-12
LN-0101141,EXCEPTION_NOTED,YES,NO,YES,2025-12-27
LN-0101142,MISSING_DOCS,YES,YES,YES,2025-12-04
LN-0101143,MISSING_DOCS,YES,YES,YES,2025-11-04
LN-0101144,AUDIT_COMPLETE,YES,YES,NO,2025-12-24
LN-0101145,PENDING_REVIEW,YES,YES,YES,2025-11-18
LN-0101146,MISSING_DOCS,YES,YES,YES,2025-10-17
LN-0101147,MISSING_DOCS,YES,YES,YES,2025-12-24
LN-0101148,MISSING_DOCS,YES,YES,YES,2025-10-25
LN-0101149,PENDING_REVIEW,YES,YES,YES,2025-12-05
LN-0101150,EXCEPTION_NOTED,YES,YES,YES,2025-10-20
LN-0101151,AUDIT_COMPLETE,NO,YES,YES,2026-01-11
LN-0101152,AUDIT_COMPLETE,YES,YES,YES,2025-12-30
LN-0101153,VERIFIED,YES,YES,YES,2026-01-08
LN-0101154,AUDIT_COMPLETE,YES,YES,YES,2025-12-07
LN-0101155,VERIFIED,YES,YES,YES,2026-01-02
LN-0101156,EXCEPTION_NOTED,YES,YES,YES,2026-01-22
LN-0101157,AUDIT_COMPLETE,YES,YES,YES,2026-01-11
LN-0101158,EXCEPTION_NOTED,YES,YES,YES,2026-01-14
LN-0101159,PENDING_REVIEW,YES,YES,YES,2025-11-13
LN-0101160,AUDIT_COMPLETE,YES,YES,YES,2025-11-24
LN-0101161,EXCEPTION_NOTED,YES,YES,YES,2025-12-19
LN-0101162,AUDIT_COMPLETE,YES,NO,YES,2025-10-30
LN-0101163,MISSING_DOCS,YES,YES,YES,2025-10-17
LN-0101165,MISSING_DOCS,YES,YES,YES,2025-10-10
LN-0101166,AUDIT_COMPLETE,YES,YES,YES,2025-11-03
LN-0101167,AUDIT_COMPLETE,YES,YES,YES,2025-12-19
LN-0101168,EXCEPTION_NOTED,YES,NO,YES,2025-10-08
LN-0101169,VERIFIED,YES,YES,YES,2026-01-02
LN-0101170,MISSING_DOCS,YES,YES,YES,2025-12-07
LN-0101171,EXCEPTION_NOTED,YES,YES,YES,2026-01-24
LN-0101172,PENDING_REVIEW,YES,YES,YES,2025-12-14
LN-0101173,AUDIT_COMPLETE,YES,YES,YES,2025-12-29
LN-0101174,VERIFIED,YES,YES,YES,2025-12-04
LN-0101175,PENDING_REVIEW,YES,YES,YES,2026-01-20
LN-0101176,PENDING_REVIEW,YES,YES,YES,2025-11-22
LN-0101177,EXCEPTION_NOTED,YES,YES,YES,2026-01-02
LN-0101178,AUDIT_COMPLETE,YES,YES,YES,2025-11-22
LN-0101179,EXCEPTION_NOTED,YES,YES,YES,2026-01-03
LN-0101180,AUDIT_COMPLETE,YES,YES,YES,2025-12-14
LN-0101181,EXCEPTION_NOTED,YES,YES,YES,2025-12-18
LN-0101182,MISSING_DOCS,YES,YES,YES,2026-01-27
LN-0101183,EXCEPTION_NOTED,YES,YES,YES,2025-10-07
LN-0101184,PENDING_REVIEW,YES,YES,YES,2026-01-03
LN-0101185,PENDING_REVIEW,YES,YES,YES,2025-11-07
LN-0101186,MISSING_DOCS,YES,YES,YES,2025-11-08
LN-0101187,VERIFIED,YES,YES,NO,2025-11-05
LN-0101188,EXCEPTION_NOTED,YES,YES,YES,2025-11-18
LN-0101189,EXCEPTION_NOTED,YES,YES,YES,2026-01-12
LN-0101190,MISSING_DOCS,YES,YES,YES,2025-11-05
LN-0101191,VERIFIED,YES,YES,YES,2025-11-21
LN-0101192,EXCEPTION_NOTED,YES,YES,YES,2025-11-25
LN-0101193,AUDIT_COMPLETE,YES,YES,YES,2025-11-06
LN-0101194,MISSING_DOCS,YES,YES,YES,2026-01-06
LN-0101195,VERIFIED,YES,YES,YES,2025-12-14
LN-0101196,PENDING_REVIEW,YES,YES,YES,2025-10-18
LN-0101197,AUDIT_COMPLETE,YES,NO,YES,2025-12-28
LN-0101198,MISSING_DOCS,YES,YES,YES,2025-11-30
LN-0101199,PENDING_REVIEW,YES,YES,NO,2025-11-06
LN-0101200,AUDIT_COMPLETE,YES,YES,YES,2025-11-08
LN-0101201,VERIFIED,YES,YES,YES,2025-11-13
LN-0101202,EXCEPTION_NOTED,YES,YES,YES,2025-11-23
LN-0101203,VERIFIED,YES,YES,YES,2026-01-17
LN-0101204,MISSING_DOCS,YES,YES,NO,2025-11-03
LN-0101205,AUDIT_COMPLETE,YES,YES,YES,2025-11-17
LN-0101206,AUDIT_COMPLETE,YES,YES,NO,2025-11-25
LN-0101207,MISSING_DOCS,YES,YES,YES,2025-12-18
LN-0101208,MISSING_DOCS,YES,YES,YES,2025-12-26
LN-0101209,VERIFIED,YES,YES,YES,2025-11-17
LN-0101210,PENDING_REVIEW,YES,YES,YES,2026-01-24
LN-0101211,PENDING_REVIEW,YES,YES,YES,2026-01-09
LN-0101213,AUDIT_COMPLETE,YES,YES,YES,2025-10-31
LN-0101214,VERIFIED,YES,NO,YES,2025-11-23
LN-0101215,MISSING_DOCS,NO,YES,YES,2025-11-10
LN-0101216,EXCEPTION_NOTED,YES,YES,YES,2026-01-20
LN-0101218,VERIFIED,YES,YES,YES,2025-12-12
LN-0101219,AUDIT_COMPLETE,YES,YES,YES,2025-10-15
LN-0101220,EXCEPTION_NOTED,YES,YES,YES,2025-12-15
LN-0101221,AUDIT_COMPLETE,YES,YES,NO,2026-01-07
LN-0101222,MISSING_DOCS,YES,YES,YES,2026-01-26
LN-0101223,MISSING_DOCS,YES,YES,YES,2025-11-30
LN-0101224,MISSING_DOCS,YES,YES,YES,2025-10-12
LN-0101225,VERIFIED,YES,YES,YES,2025-10-11
LN-0101226,AUDIT_COMPLETE,YES,YES,YES,2025-12-29
LN-0101228,EXCEPTION_NOTED,YES,YES,YES,2025-11-12
LN-0101229,AUDIT_COMPLETE,YES,YES,YES,2025-11-21
LN-0101231,PENDING_REVIEW,YES,YES,YES,2026-01-07
LN-0101232,MISSING_DOCS,YES,YES,YES,2025-11-04
LN-0101233,AUDIT_COMPLETE,YES,YES,YES,2025-11-21
LN-0101234,PENDING_REVIEW,YES,YES,YES,2025-12-22
LN-0101235,MISSING_DOCS,YES,YES,YES,2025-11-05
LN-0101236,MISSING_DOCS,YES,YES,YES,2025-10-20
LN-0101237,VERIFIED,YES,YES,YES,2026-01-20
LN-0101238,EXCEPTION_NOTED,YES,YES,YES,2025-10-23
LN-0101239,AUDIT_COMPLETE,YES,YES,YES,2025-11-26
LN-0101240,PENDING_REVIEW,YES,YES,YES,2026-01-10
LN-0101241,VERIFIED,YES,YES,YES,2025-12-25
LN-0101242,AUDIT_COMPLETE,YES,YES,YES,2026-01-17
LN-0101243,AUDIT_COMPLETE,YES,YES,NO,2025-11-25
LN-0101244,VERIFIED,NO,YES,YES,2025-10-24
LN-0101245,MISSING_DOCS,YES,YES,YES,2025-12-24
LN-0101246,AUDIT_COMPLETE,YES,YES,YES,2025-12-28
LN-0101347,MISSING_DOCS,YES,YES,YES,2025-11-10
LN-0101248,EXCEPTION_NOTED,NO,YES,YES,2025-10-13
LN-0101249,EXCEPTION_NOTED,NO,YES,YES,2025-10-10
LN-0101250,AUDIT_COMPLETE,YES,YES,YES,2025-10-05
LN-0101251,EXCEPTION_NOTED,YES,YES,YES,2025-10-08
LN-0101252,VERIFIED,YES,YES,YES,2025-12-19
LN-0101253,PENDING_REVIEW,YES,YES,YES,2025-12-10
LN-0101254,VERIFIED,YES,YES,YES,2025-11-02
LN-0101255,EXCEPTION_NOTED,YES,YES,YES,2025-12-04
LN-0101256,VERIFIED,YES,YES,YES,2025-11-03
LN-0101257,AUDIT_COMPLETE,YES,YES,YES,2025-11-24
LN-0101258,PENDING_REVIEW,YES,YES,YES,2026-01-05
LN-0101259,EXCEPTION_NOTED,YES,YES,YES,2026-01-24
LN-0101260,PENDING_REVIEW,YES,NO,YES,2026-01-20
LN-0101261,AUDIT_COMPLETE,YES,YES,YES,2025-10-04
LN-0101262,MISSING_DOCS,YES,YES,YES,2026-01-17
LN-0101263,VERIFIED,YES,YES,YES,2025-12-19
LN-0101264,EXCEPTION_NOTED,YES,YES,YES,2025-12-05
LN-0101265,PENDING_REVIEW,YES,YES,YES,2025-11-08
LN-0101266,EXCEPTION_NOTED,YES,YES,YES,2026-01-17
LN-0101267,VERIFIED,YES,YES,YES,2025-12-18
LN-0101268,EXCEPTION_NOTED,YES,YES,YES,2025-12-28
LN-0101269,EXCEPTION_NOTED,YES,YES,YES,2025-12-19
LN-0101270,AUDIT_COMPLETE,YES,YES,YES,2025-11-29
LN-0101271,AUDIT_COMPLETE,YES,YES,YES,2025-12-25
LN-0101272,MISSING_DOCS,YES,YES,YES,2025-11-02
LN-0101273,VERIFIED,YES,YES,YES,2025-10-16
LN-0101274,PENDING_REVIEW,NO,YES,YES,2025-12-10
LN-0101275,EXCEPTION_NOTED,YES,YES,YES,2025-11-27
LN-0101276,AUDIT_COMPLETE,YES,YES,YES,2025-10-31
LN-0101277,MISSING_DOCS,YES,YES,YES,2026-01-13
LN-0101278,MISSING_DOCS,YES,YES,YES,2025-10-14
LN-0101279,MISSING_DOCS,YES,YES,YES,2025-11-24
LN-0101280,MISSING_DOCS,YES,YES,YES,2026-01-05
LN-0101281,MISSING_DOCS,YES,YES,YES,2025-11-10
LN-0101282,EXCEPTION_NOTED,YES,YES,YES,2026-01-11
LN-0101283,MISSING_DOCS,NO,NO,YES,2025-10-15
LN-0101284,EXCEPTION_NOTED,YES,YES,YES,2025-12-05
LN-0101286,PENDING_REVIEW,YES,YES,YES,2026-01-11
LN-0101287,EXCEPTION_NOTED,YES,YES,YES,2026-01-20
LN-0101288,AUDIT_COMPLETE,YES,YES,YES,2025-12-08
LN-0101289,MISSING_DOCS,YES,YES,YES,2026-01-09
LN-0101291,AUDIT_COMPLETE,YES,YES,YES,2025-11-01
LN-0101292,EXCEPTION_NOTED,YES,YES,YES,2025-12-05
LN-0101293,VERIFIED,YES,YES,YES,2025-10-23
LN-0101294,EXCEPTION_NOTED,YES,YES,NO,2026-01-13
LN-0101295,MISSING_DOCS,YES,YES,YES,2025-11-11
LN-0101296,VERIFIED,NO,YES,YES,2025-10-06
LN-0101297,AUDIT_COMPLETE,YES,YES,YES,2025-11-16
LN-0101298,PENDING_REVIEW,YES,YES,YES,2025-11-22
LN-0101299,EXCEPTION_NOTED,YES,YES,YES,2025-11-24
LN-0101300,VERIFIED,YES,YES,YES,2025-11-23
LN-0101301,AUDIT_COMPLETE,YES,YES,YES,2025-12-11
LN-0101302,PENDING_REVIEW,YES,YES,YES,2025-12-12
LN-0101303,VERIFIED,YES,YES,YES,2025-12-26
LN-0101304,VERIFIED,YES,YES,YES,2026-01-10
LN-0101305,EXCEPTION_NOTED,YES,YES,YES,2025-11-02
